name,line
James Woods," Thanks, Joe. ""Clam"" later? We'll hoist a few?"
Joe," [to James Woods] Sure, Peter."
Lois, Joe!
James Woods," Hey, not so fast, pal, but...those are my clothes."
Peter," Oh, come on!"
Joe," You heard him, fella. Take 'em off. [Peter strips naked and hands his clothes to James Woods] Right down to the poop sack. [Peter and James stare at him] What? You don't all wear a poop sack..? DAMMIT, BONNIE! YOU LIED TO ME ABOUT THE POOP SACK!"
Brian," You won't get away with this, Woods."
James Woods," You know, you're not supposed to be in the house, Brian. You're more of an outdoor dog."
Brian, What the hell does that mean?
Brian," This is so humiliating. For God's sake, I went to Brown, and he's got me out here tied to a post like some kind of... [suddenly a squirrel goes by, and Brian starts chasing it and barking. He goes in circles until he wraps the leash around the post and chokes on it] What the hell? This rope was a lot longer, and now it's somehow gotten shorter. What sort of black magic is this? [Stewie runs over to Brian]"
Stewie," Brian, guess what? I gave James Woods your novel to read, and you're not gonna believe this!"
Brian, [stands up in excitement] Really? Did he like it?
Stewie, He wants to option it and make a movie!
Brian, [wags his tail] Really?!
Stewie," No, he didn't really respond to it."
Brian," [disappointed] Oh. Listen, I need your help; run inside and get me a pair of scissors."
Stewie," Okay. I just hope I don't get distracted. I am a baby after all. [walks away] Ooh, a brightly colored dish towel! What did I come in here for?"
Brian," Listen, I need your help; run inside and get me a pair of scissors."
Stewie, No.
Brian, Why not?
Stewie, Because you made me watch 2 Girls 1 Cup.
Stewie," Okay, wait, so what is this now?"
Brian, Just watch.
Stewie, Why are we taping my reaction? [Brian fiddles camera]
Brian, Jus...just watch. [the video starts]
Stewie," Okay..they're lesbians, clearly. [unfazed] I dunno... I dunno what else... [twitch] Wait. Wait. Wai... Wh...wh...what? Wha..what?! No..! No...! Agh... Agghh! Aggghhh! Agghh, what is wrong with you?! Oh, my God! Agh! Aggh! Oh, I'm never gonna be able to eat ice cream agai...OH MY GOD! [covers mouth, begins to retch; muffled] Agh! Agh..! Oh my God! Agghh...! Oh, that is disgusting! Oh my God! Oh, could you imagine if two dudes did that? Oh my God, that would be even worse. I mean, like, would that..would that even exist? Li...uhh... Like, where'd you even find it? Let's type it in and see what comes up."
Stewie," So you can just rot out here, Brian."
Chris," Hi, everyone. Sorry I'm late. I brought a friend home for dinner. [Peter walks in wearing a typical kid's clothes, including a white/green-striped shirt and a red cap] Mom, ""Dad"", this is Scooter."
Lois," [turns around see Peter, recognizing him immediately] Oh...hello, Scooter."
Meg," Hi, Scooter."
Peter," Hey, everybody! Sure is swell of you to have me over! What's for eats, Mrs. G?"
Lois," Uh, meatloaf, Pe...I mean, Scooter. I hope you like it."
Peter," Leapin' Lizards, meatloaf is my favorite!"
Meg," Scooter, how come we've never met you before?"
Peter," [breaking character] Shut up, Meg."
James Woods," [suspiciously] You know, Scooter, we don't allow hats at the dinner table."
Peter," Uh, my bad, Mr. G."
Chris," Dad, no! [Peter removes his hat]"
James Woods," A-ha! I should have known! [pulls out a shotgun] Get out of my house right now, you son of a bitch! [Peter runs out of the house as James fires several times. Peter then gets on a child's big wheel and pedals down the street until he crushes it and starts crying in pain like a child]"
Peter, Agggghhhh! Owwwww! Owwwwww! Owwwwwww!
Brian," Wait a minute, Peter... If he's Peter Griffin, then that means you can be James Woods."
Peter," That's a great Idea, Brian! If I was a famous movie star, I wouldn't even want my family!"
Brian," No, no, Peter, I'm saying you can do to him what he did to you; you can ruin him."
Peter," I'll do it. I'll be James Woods. [goes out on the fire escape] From this day forth, I am James Woods! And I'll stick to that story even if nobody believes it. [camera pans down to Vern, one of the Vaudeville duo, now as a ghost]"
Vern," I'll tell you what nobody believes in... ghosts. [starts singing and dancing to piano music] Where did Robinson Crusoe go with Friday on Saturday Night? Ha! ...Damn! Play me off, Johnny! [camera pans down to Johnny in Hell, who plays his piano part as always] [to the audience] You're probably wonderin' why he's in Hell. Johnny liked little boys."
Let me ask you this, What about all the renaissance art that Christianity inspired?
Peter, Yabba-dabba... (giggles)
 this is a universe where everyone has two heads," One happy, one sad."
Peter," Did somebody say ""pie""?"
All, No!
All, Jew!
Human Brian, Wait!
Dog Joe, Hey!
Both," Yeah, we're home!"
in, Family Guy Transcripts
Male voice, Somebody's in here.
Brian, You see anything?
Impravda," The Truth is Ad-Libbed."""
Man, We're here!
Man, Your ass!
Man, Your mom's ass!
Woman, Give him the hours.
Peter, John Wayne.
s John Wayne Bobbitt at the first Thanksgiving," Where's my pen1s, pilgrims?"
Man on phone," Shut up, 2476."
 I can remember the last time I have ," never. That's the writer in you, Brian. Did you always know that's what you wanted to do? Well, actually, I really thought I was going to be an actor at one point. I even got a few high profile gigs. Really? Anything I've seen? Oh, you ever heard of a tiny, little independent movie called die hard? - Wow! You were in that? - Sure was. What do you say we go back to my place and I'll show it to you? Sounds good to me. We'll have to be a little quiet, everyone's asleep. Have a seat. Okay, watch this. This is my scene. Doesn't make sense, man. Don't ask me, man. I'm just a desk jockey who was on my way home when you rang. The way you drove that car, I figured you for the street, Al. In my youth. Here it comes. Watch, watch. We've had situations where the hostages have embraced their captors after their release, and even corresponded with them in prison. No, no, no, darling. Asian dawn. Dawn, d - a - w - n. - Sir? - I... Yeah? Sir, the FBI is here. Hold... The FBI is here now? Yes, sir. Right over there. Hold this. Want a breath mint? Breath mint. I ad-libbed that line. Well, I had no idea I was dating a famous actor. - Should we go upstairs? - Sounds good to me. That's right, Shia, give me all you got. Okay, the coast is clear. Oh. Good morning. Oh, uh, hey, Lois. Who's, uh, who's your friend? Uh, Rita, this is Lois. Lois, Rita. So great to meet you. Lovely to meet you. Perfect, everyone hits it off. Listen, why don't you wait in the car, - I'll be out in a minute. - Okay, sweetie. Well, you met her. What do you think? - What? - What do I think? She's a hundred! Oh, my god! Peter, did you see her? I'm looking at her now! I can see her from the window up here! Hey, anybody make a Jessica Tandy joke yet? - No! - Awesome! I'll be right down! Brian, who are you dating, Jessica Tandy? Son of a bitch. Damn it, Chris, I called that from upstairs! What are you guys talking about? She's a beautiful woman. Lois, you of all people should be pleased. I mean, all the crap I take for dating young bimbos. How old is she, Brian? Wha-what difference does it make? Age has nothing to do with anything. Okay, you know what? I'll bring her to dinner, and you can see for yourself what a bright, fun, and charming woman she is. Wonderful. I'll cook something that's not too binding. Well, Rita, I'm so glad you could join us for dinner. Thanks for having me, Lois. This food is delicious. Oh, thank you. I'm so glad you can taste it. You know what we haven't done for a while? Go around the table, and everybody says what year they were born. Uh, so, kids, how was your day? Well, the sandbox... It was great! Guess he's going first. We got a new pencil sharpener in math class! Well, that's nice. Say, Rita, who was president when you were born? - Great pot roast, Lois. - Thank you, Brian. Would you like me to cut yours up a little smaller? I'm fine. Boy, speaking of that, I don't know how many people have asked me today where I was when Martin Luther King was shot. I'm sure you've been asked. What do you tell them? Ugh, who can forget? I remember just crying like a baby. Crying like a baby, or crying like someone in college? Say, Brian, on her answering machine, how long after her message is the beep? This has just been a delight. Oh, you can't go yet. We haven't had dessert. Interesting. You know, the first time I had dessert was 36 years ago today. How about you, Rita, you remember your first dessert? Oh, lord, no. It was so many years ago. Like 40 years ago? - Peter. - What were stagecoaches like? 50 years ago? Would that be a good guess? - Oh, dear. - Peter! How old are you?! How old are you?! Fifty! Okay! I'm fifty! Happy now?! You people are awful! You know, this is what's wrong with society! Nobody bats an eye if a woman dates an older man, but god forbid it's the other way around! There is nothing wrong with me dating Rita! She's beautiful, she's a charming woman, and I love her! - Rita... - Oh, Brian, please leave me alone. They're right, I'm just an old fool thinking we could be together. Will you stop that? They're insane. They don't know what they're talking about. You're an amazing woman. Oh, you're just saying that. No, I'm not. The only thing that matters is how I feel about you. Rita... I love you. I love you, too, Brian. I think you're the most wonderful woman I've ever met. Will you marry me? What did you just say? Come on, you're only 50, you heard me. - Will you marry me? - Oh, Brian. Yes. Yes, Brian, I'll marry you! Hey, mom. Hey, Brian. We'll be upstairs. Yo, Rita, you want in on this? No, thanks. We just got engaged! I'm faithful to Brian now. Whatever. This ain't even my whole night. You're engaged?! Yes. Rita and I are getting married. My god, I can't even react big enough. Here's Mrs. Garrett. What?! Look, if my happiness means so little to you all that you have Charlotte Rae just standing by to crack a joke, then you really disappoint me. Look, Brian, I apologize for the other night. We-we were all very insensitive. And if this is what you want, we as a family, support your decision. I don't. I'd-I'd rather you marry a- a-a-a-a-a-a... A japanese or something. I'm with you, too, buddy. In 20 years, she'll be 70, and you'll have been dead for 15 years. God bless the both of yous. Hey, it's 4 : 30. Isn't there an early bird special you should be running off to? She's 50, Stewie. She's not an old woman. Hello? Hey, Rita. Uh, no, I'm not hungry yet. Well, if we get there by 5 : 30, I'm sure they'll honor it. Brian, is she calling dinner ""supper?"" So, what are you doing this afternoon? ""Oh, I'm just sorting out my pills for the week, sweetie. "" well, you do that, and I'll be over a little later. Huh? Did I get it? Was she sorting out her pills for the week? In that little plastic thing with the seven boxes? Hmm? Actually, she just got back from the gym, and she's jumping in the shower. - She got a chair in that shower? - Shut up! Have archaeologists ever discovered ancient egyptian pottery in her vagina? You know what? That one was too wordy. That one was too wordy. That-that was- that was flawed from the ground up. It wasn't funny, and we'll work on it and get back to you. - Hey, Rita? - Yeah? - Where do you keep your toothpaste? - What are you looking for, tooth polish? - Toothpaste, yeah. - Just use the baking soda. ""Baking soda""? Ah, what the hell, I can skip a night. Oh, I've never noticed this picture before. Is that you when you were a little girl? Oh, yeah. That's the summer my family went to DC. That, uh, flag's missing some stars there. Why don't you come to bed, Brian? What do you say we make a little whoopee? Yeah, sure. Why not? You're okay? I'm not hurting you, am i? No, I'm fine. What are you talking about? I just want to make sure you're comfortable. Oh, I love you, Brian! Sock it to me! - What?! - Ouch! - What's wrong?! - Oh, nothing. When I'm on my back, sometimes my breast can slide in my armpit. Just got pinched, that's all. Okay. - Was that your boob? - God, no! I think I broke my hip! - Oh, my god! Wh-wh-wh-what should I do? - Call the number on my bracelet! It says, ""Murray Hill, four, one, eight, five. "" that's not enough numbers! That's the number, Brian! Just dial zero and read it to Sarah. For god's sake, Rita! She's fine. She's out of surgery and she's resting. Well, how did she break it? Did she fall? Well, uh... She- Yes, she fell. Boy, you know, Brian, a woman her age comes in here, they don't always leave. Peter, she's going to be okay. Listen, Brian, you say the word and I'll go in there with a pillow and you won't have any more problems. How many times do I have to tell you, I'm sticking by this woman? - I love her. - Careful, Brian. Sometimes the things you love can disappoint you. Like that playboy issue. Ah, here we go. Playboy's ""women of the Olympics. "" Wow, those are some broad shoulders. Okay, I guess small boobs are good for swimming. That, that, those are balls. Brian?! Brian?! Oh. Is the soup ready? - Yeah, got it right here. - Oh, good. I need to take my pills. It's been three hours. You know, they warned me these blue ones were going to make me constipated. - Right they were. - Okay. I am plugged up. No, I-I got it. Do it, Brian. Do it. It's me as a pillow. You know what, Brian? Oh, I could really use some milk of magnesia. Okay, well, I'll go pick some up. Thanks, Brian. I love you. Oh, and-and if you're going out, get some milk of magnesia. Yeah, you just said that. I am plugged up. Wow, you are really pretty. Thanks. You know, uh, I wrote a book. What's that? It's like a long magazine. Huh? It's like the Internet made out of a tree. Oh. Weird. You want to have sex in the bathroom? Oh, gosh, what a treat. Yes. Yes, I-I would- I would like that. Boy, that took you a long time. Did you have to wait for the streetcar? Look, Rita, I have a confession to make. I met a girl, I had a couple drinks, - and I slept with her. - You what? I know, I feel awful. It was a terrible thing to do. I'm so sorry. It'll never happen again. But there's an upside. You see, these past few weeks I've been doubting whether we're compatible, you know, because of the age difference. But I realized that that doesn't matter. That what-what I get from you is what I always wanted : a smart, sexy, real person who I can talk with and share every piece of me with. I had a moment of weakness today, but in a way, it's all right because it's taken me to a place where I now realize that you're not too old for me. Isn't that great? You're not too old for me! You know what, Brian? You're not old enough for me. - What? - You cheated on me. That's what happened today. You can rationalize it any way you want, but to me, all that shows is that you're an immature guy who doesn't realize what a catch I am. I'm sorry, Brian, but you screwed up. Now, please go. - But, Rita... - Go! You can leave my apartment key on the davenport. Here? No, the davenport- The chesterfield. On this? No, does that look like a divan to you? Here? Ugh. Leave them on the chifforobe. You know what? Just take your fucking keys. I don't know what the fuck you're talking about."
